SubmitTime,Problem,InvokerTime,Invocations,TestCount,TL
4729294,117,98,1,36,1000
4730236,23,410,6,70,4000
4730908,148,147,2,81,1000
4733138,137,332,4,67,1000
4749322,23,143,2,70,4000
4749470,148,5932,81,81,1000
4752424,148,84,1,81,1000
4752720,148,97,1,1,1000
4754605,148,754,11,81,1000
4754806,102,6262,81,81,2000
4754839,148,917,13,81,1000
4756297,148,1090,14,81,1000
4757749,23,268,4,70,4000
4758803,23,21319,70,70,4000
4760167,23,41073,70,70,4000
4768532,148,966,13,81,1000
4770519,80,1269,18,33,1000
4770992,148,1218,11,81,1000
4771963,39,56,1,45,2000
4774151,38,3890,27,43,2000
4777472,23,42395,70,70,4000
4785518,148,936,12,81,1000
4787448,47,93878,61,61,4000
4789126,148,763,11,81,1000
4789736,58,177,2,33,1000
4789864,148,120,2,81,1000
4790854,148,54,1,81,1000
4791746,28,1600,21,114,1000
4796565,148,307,4,81,1000
4800489,148,4885,64,81,1000
4800571,148,1208,16,81,1000
4803841,82,126,2,20,1000
4805163,23,311,4,70,4000
4805306,148,1116,15,81,1000
4812566,148,279,4,81,1000
4813401,148,295,4,81,1000
4815642,148,1311,16,81,1000
4816438,148,632,9,81,1000
4816584,148,5257,57,81,1000
4820458,23,9044,37,70,4000
4826787,23,1329,9,70,4000
4831470,148,6203,81,81,1000
4832509,148,443,6,81,1000
4834145,23,1686,23,70,4000
4835306,23,7243,35,70,4000
4839779,148,1459,15,81,1000
4845168,148,1079,14,81,1000
4849827,51,5667,53,59,1000
4849986,23,6358,34,70,4000
4853058,148,6008,81,81,1000
4853615,80,6543,18,33,1000
4853879,80,661,9,33,1000
4859025,23,40430,70,70,4000
4867105,148,740,10,81,1000
4870330,23,457,6,70,4000
4872606,107,35079,105,105,3000
4872623,23,493,6,70,4000
4876621,23,95,1,70,4000
4877656,80,165,2,33,1000
4877850,23,1661,23,70,4000
4878696,80,541,7,33,1000
4890217,148,6109,81,81,1000
4893149,23,49692,70,70,4000
4899315,59,298,4,54,2000
4902435,148,253,3,81,1000
4904638,80,3092,19,33,1000
4905725,148,81,1,81,1000
4906833,23,17046,70,70,4000
4906849,23,6574,34,70,4000
4906903,148,286,4,81,1000
4908092,148,88,1,81,1000
4914139,39,3414,45,45,2000
4915769,148,803,11,81,1000
4929847,60,433,6,92,1000
4931916,148,5269,59,81,1000
4933777,85,5424,31,32,3000
4934386,148,4258,57,81,1000
4937514,80,155,2,33,1000
4942199,23,1921,25,70,4000
4942595,148,5352,57,81,1000
4942634,148,638,8,81,1000
4943793,148,902,11,81,1000
4951416,148,314,4,81,1000
4959500,23,7747,70,70,4000
4960175,23,500,6,70,4000
4960329,148,194,3,81,1000
4961528,148,981,13,81,1000
4964827,23,94,1,70,4000
4965193,43,3984,53,53,1000
4969406,148,1117,15,81,1000
4972907,57,1010,1,23,1000
4981858,148,6513,75,81,1000
4982187,148,893,13,81,1000
4985941,80,4777,33,33,1000
4988652,23,26901,70,70,4000
4989237,48,7287,14,31,2000
4989764,80,805,11,33,1000
4994847,23,7707,34,70,4000
4994940,148,5182,57,81,1000
4995542,148,925,13,81,1000
4996436,23,433,6,70,4000
4996704,148,571,8,81,1000
4999621,57,640,8,23,1000
5003149,148,7588,57,81,1000
5010664,148,70,1,81,1000
5011957,137,4781,67,67,1000
5017625,148,365,5,81,1000
5018662,23,15240,70,70,4000
5018852,80,2736,20,33,1000
5023662,148,1056,13,81,1000
5025628,61,55,1,1,2000
5026566,23,1357,18,70,4000
5028420,148,90,1,81,1000
5029330,148,6037,81,81,1000
5032761,6,717,9,60,2000
5036160,23,41157,70,70,4000
5039786,62,244,3,26,1000
5051091,148,1649,21,81,1000
5058896,80,1312,18,33,1000
5061109,23,688,9,70,4000
5065494,23,97,1,70,4000
5071460,80,179,2,33,1000
5073118,57,1680,23,23,1000
5078862,148,303,4,81,1000
5085072,148,841,11,81,1000
5087411,23,40687,70,70,4000
5098012,63,2550,36,36,1000
5098131,37,635,9,93,1000
5099114,148,6193,81,81,1000
5107662,148,1157,15,81,1000
5109303,148,637,8,81,1000
5110818,64,71,1,15,1000
5110955,28,1647,24,114,1000
5126294,82,258,3,20,1000
5127251,18,1973,26,26,1000
5129365,148,6124,71,81,1000
5130540,148,310,4,81,1000
5134777,80,241,3,33,1000
5139471,51,490,6,59,1000
5141059,134,786,7,29,2000
5143651,34,2112,29,29,2000
5143662,134,146,2,29,2000
5146113,148,211,3,81,1000
5146252,148,381,5,81,1000
5146557,148,666,8,81,1000
5150299,65,5589,34,48,1000
5152201,80,1294,18,33,1000
5157222,80,4142,20,33,1000
5157720,23,6591,34,70,4000
5158750,148,989,13,81,1000
5161381,148,76,1,81,1000
5167743,148,2795,36,81,1000
5169670,66,4131,14,40,2000
5172641,148,1121,15,81,1000
5176816,61,407,5,36,2000
5178264,23,41187,70,70,4000
5179418,68,86,1,1,2000
5186795,148,93,1,1,1000
5201672,148,6129,81,81,1000
5203485,23,1052,9,70,4000
5204015,69,281,4,40,2000
5206914,148,96,1,1,1000
5207724,148,7741,57,81,1000
5209025,148,1286,4,81,1000
5209738,23,147,2,70,4000
5215346,148,637,8,81,1000
5215684,64,1154,15,15,1000
5216502,148,84,1,81,1000
5216871,70,62,1,1,1000
5216957,148,6895,57,81,1000
5217713,71,2250,13,22,2000
5222396,23,16791,70,70,4000
5222818,148,147,2,81,1000
5223088,23,448,6,70,4000
5224140,72,167,2,35,1000
5227684,23,41040,70,70,4000
5234372,48,28110,31,31,2000
5234591,148,6140,81,81,1000
5235960,148,1966,28,81,1000
5238014,148,1023,1,81,1000
5239980,62,2001,26,26,1000
5243470,73,4551,62,62,1000
5244567,148,4403,57,81,1000
5248047,23,40590,70,70,4000
5251408,80,845,11,33,1000
5251849,23,1625,23,70,4000
5253537,148,189,3,81,1000
5253647,148,6196,81,81,1000
5257618,72,169,2,35,1000
5258754,23,83,1,70,4000
5259599,23,18000,70,70,4000
5267976,148,1185,16,81,1000
5272024,74,6935,43,43,1500
5272390,70,2708,36,36,1000
5274412,64,1166,15,15,1000
5275936,65,3973,48,48,1000
5277683,148,1057,13,81,1000
5278109,148,1074,15,81,1000
5280669,80,2600,33,33,1000
5280796,148,817,11,81,1000
5281120,148,67,1,81,1000
5283580,148,679,9,81,1000
5288808,75,63,1,1,500
5289241,23,7875,70,70,4000
5293398,27,56,1,24,1000
5296241,80,2427,33,33,1000
5296347,80,2253,18,33,1000
5296645,148,6023,81,81,1000
5297174,148,6221,81,81,1000
5298947,68,5523,71,71,2000
5303514,148,295,4,81,1000
5305175,76,4141,45,45,1000
5306181,50,541,8,98,1000
5310601,148,4128,57,81,1000
5315185,114,4085,45,45,1000
5315353,148,1728,14,81,1000
5315832,51,6138,59,59,1000
5318350,148,8920,74,81,1000
5319516,148,748,10,81,1000
5321425,134,2249,29,29,2000
5323460,80,63,1,33,1000
5327385,80,229,3,33,1000
5327923,23,391,6,70,4000
5334020,77,194,2,41,2000
5334230,80,6290,22,33,1000
5335503,71,4366,22,22,2000
5337350,23,404,6,70,4000
5337556,80,155,2,33,1000
5343300,148,6723,57,81,1000
5346378,148,267,4,81,1000
5349073,148,442,6,81,1000
5350700,148,942,13,81,1000
5351807,154,927,3,89,2000
5356355,148,997,13,81,1000
5359370,23,71,1,70,4000
5359373,80,55,1,33,1000
5362406,72,61,1,35,1000
5366361,51,6166,59,59,1000
5366478,80,58,1,33,1000
5369178,23,59,1,70,4000
5369400,148,1069,15,81,1000
5371412,27,1832,24,24,1000
5373015,23,40359,70,70,4000
5373895,80,79,1,1,1000
5377229,79,4325,60,60,1000
5377472,148,309,4,81,1000
5377528,80,794,11,33,1000
5382565,75,65,1,1,500
5382581,80,75,1,33,1000
5382987,80,1042,1,33,1000
5383410,23,16418,70,70,4000
5384154,148,85,1,81,1000
5384560,23,232,2,70,4000
5387293,23,47521,70,70,4000
5388632,148,150,2,81,1000
5388917,148,744,10,81,1000
5390217,1,5074,71,71,2000
5390357,80,3289,33,33,1000
5391482,80,291,4,33,1000
5392233,148,1145,15,81,1000
5392585,72,257,3,35,1000
5394811,148,1090,14,81,1000
5395734,148,908,12,81,1000
5397700,148,2739,36,81,1000
5397741,23,6448,34,70,4000
5399803,23,81,1,70,4000
